province_territory,province_territoire,project_name,total_project_capacity_mw,turbine_identifier,turbine_number,turbine_number_in_project,turbine_rated_capacity_k_w,rotor_diameter_m,hub_height_m,manufacturer,model,commissioning,latitude,longitude,notes,data_sources,basemap
New Brunswick,Nouveau-Brunswick,Kent Hills,167.25,KHW27,27,27/55,3000,90,80,Vestas,V90-3.0,2008,45.781198,-64.9081655,"Major foundation issues found in 2022, most of the turbines (50/55) will have to be replaced","[298], [887]",ESRI
New Brunswick,Nouveau-Brunswick,Kent Hills,167.25,KHW28,28,28/55,3000,90,80,Vestas,V90-3.0,2008,45.7776019,-64.9073884,"Major foundation issues found in 2022, most of the turbines (50/55) will have to be replaced","[298], [887]",ESRI
New Brunswick,Nouveau-Brunswick,Kent Hills,167.25,KHW29,29,29/55,3000,90,80,Vestas,V90-3.0,2008,45.7743086,-64.9057674,"Major foundation issues found in 2022, most of the turbines (50/55) will have to be replaced","[298], [887]",ESRI
New Brunswick,Nouveau-Brunswick,Kent Hills,167.25,KHW30,30,30/55,3000,90,80,Vestas,V90-3.0,2008,45.7708924,-64.9040031,"Major foundation issues found in 2022, most of the turbines (50/55) will have to be replaced","[298], [887]",ESRI
New Brunswick,Nouveau-Brunswick,Kent Hills,167.25,KHW31,31,31/55,3000,90,80,Vestas,V90-3.0,2008,45.7675573,-64.9023524,"Major foundation issues found in 2022, most of the turbines (50/55) will have to be replaced","[298], [887]",ESRI
New Brunswick,Nouveau-Brunswick,Kent Hills,167.25,KHW32,32,32/55,3000,90,80,Vestas,V90-3.0,2008,45.764221,-64.9006858,"Major foundation issues found in 2022, most of the turbines (50/55) will have to be replaced","[298], [887]",ESRI
New Brunswick,Nouveau-Brunswick,Kent Hills,167.25,KHW33,33,33/55,3000,90,80,Vestas,V90-3.0,2010,45.8273428,-64.8945593,"Major foundation issues found in 2022, most of the turbines (50/55) will have to be replaced","[298], [887]",ESRI
New Brunswick,Nouveau-Brunswick,Kent Hills,167.25,KHW34,34,34/55,3000,90,80,Vestas,V90-3.0,2010,45.8237315,-64.8934794,"Major foundation issues found in 2022, most of the turbines (50/55) will have to be replaced","[298], [887]",ESRI
New Brunswick,Nouveau-Brunswick,Kent Hills,167.25,KHW35,35,35/55,3000,90,80,Vestas,V90-3.0,2010,45.7919706,-64.8936766,"Major foundation issues found in 2022, most of the turbines (50/55) will have to be replaced","[298], [887]",ESRI
New Brunswick,Nouveau-Brunswick,Kent Hills,167.25,KHW36,36,36/55,3000,90,80,Vestas,V90-3.0,2010,45.7847213,-64.8875857,"Major foundation issues found in 2022, most of the turbines (50/55) will have to be replaced","[298], [887]",ESRI
New Brunswick,Nouveau-Brunswick,Kent Hills,167.25,KHW37,37,37/55,3000,90,80,Vestas,V90-3.0,2010,45.7820381,-64.8858137,"Major foundation issues found in 2022, most of the turbines (50/55) will have to be replaced","[298], [887]",ESRI
New Brunswick,Nouveau-Brunswick,Kent Hills,167.25,KHW38,38,38/55,3000,90,80,Vestas,V90-3.0,2010,45.7791058,-64.8802344,"Major foundation issues found in 2022, most of the turbines (50/55) will have to be replaced","[298], [887]",ESRI
New Brunswick,Nouveau-Brunswick,Kent Hills,167.25,KHW39,39,39/55,3000,90,80,Vestas,V90-3.0,2010,45.7764331,-64.8783764,"Major foundation issues found in 2022, most of the turbines (50/55) will have to be replaced","[298], [887]",ESRI
New Brunswick,Nouveau-Brunswick,Kent Hills,167.25,KHW40,40,40/55,3000,90,80,Vestas,V90-3.0,2010,45.7735953,-64.8764978,"Major foundation issues found in 2022, most of the turbines (50/55) will have to be replaced","[298], [887]",ESRI
New Brunswick,Nouveau-Brunswick,Kent Hills,167.25,KHW41,41,41/55,3000,90,80,Vestas,V90-3.0,2010,45.7880023,-64.9476233,"Major foundation issues found in 2022, most of the turbines (50/55) will have to be replaced","[298], [887]",ESRI
New Brunswick,Nouveau-Brunswick,Kent Hills,167.25,KHW42,42,42/55,3000,90,80,Vestas,V90-3.0,2010,45.7839338,-64.9473547,"Major foundation issues found in 2022, most of the turbines (50/55) will have to be replaced","[298], [887]",ESRI
New Brunswick,Nouveau-Brunswick,Kent Hills,167.25,KHW43,43,43/55,3000,90,80,Vestas,V90-3.0,2010,45.7797272,-64.9471319,"Major foundation issues found in 2022, most of the turbines (50/55) will have to be replaced","[298], [887]",ESRI
New Brunswick,Nouveau-Brunswick,Kent Hills,167.25,KHW44,44,44/55,3000,90,80,Vestas,V90-3.0,2010,45.7743314,-64.9488607,"Major foundation issues found in 2022, most of the turbines (50/55) will have to be replaced","[298], [887]",ESRI
New Brunswick,Nouveau-Brunswick,Kent Hills,167.25,KHW45,45,45/55,3000,90,80,Vestas,V90-3.0,2010,45.7688019,-64.9509487,"Major foundation issues found in 2022, most of the turbines (50/55) will have to be replaced","[298], [887]",ESRI
New Brunswick,Nouveau-Brunswick,Kent Hills,167.25,KHW46,46,46/55,3000,90,80,Vestas,V90-3.0,2010,45.7648747,-64.95036,"Major foundation issues found in 2022, most of the turbines (50/55) will have to be replaced","[298], [887]",ESRI
New Brunswick,Nouveau-Brunswick,Kent Hills,167.25,KHW47,47,47/55,3000,90,80,Vestas,V90-3.0,2010,45.7718467,-64.9300993,"Major foundation issues found in 2022, most of the turbines (50/55) will have to be replaced","[298], [887]",ESRI
New Brunswick,Nouveau-Brunswick,Kent Hills,167.25,KHW48,48,48/55,3000,90,80,Vestas,V90-3.0,2010,45.7686711,-64.928039,"Major foundation issues found in 2022, most of the turbines (50/55) will have to be replaced","[298], [887]",ESRI
New Brunswick,Nouveau-Brunswick,Kent Hills,167.25,KHW49,49,49/55,3000,90,80,Vestas,V90-3.0,2010,45.756475,-64.9391562,"Major foundation issues found in 2022, most of the turbines (50/55) will have to be replaced","[298], [887]",ESRI
New Brunswick,Nouveau-Brunswick,Kent Hills,167.25,KHW50,50,50/55,3000,90,80,Vestas,V90-3.0,2010,45.7539978,-64.937218,"Major foundation issues found in 2022, most of the turbines (50/55) will have to be replaced","[298], [887]",ESRI
New Brunswick,Nouveau-Brunswick,Kent Hills,167.25,KHW51,51,51/55,3450,126,117,Vestas,V126-3.45,2018,45.8021287,-64.8333638,"Major foundation issues found in 2022, most of the turbines (50/55) will have to be replaced","[298], [887]",ESRI
New Brunswick,Nouveau-Brunswick,Kent Hills,167.25,KHW52,52,52/55,3450,126,117,Vestas,V126-3.45,2018,45.7964994,-64.8335495,"Major foundation issues found in 2022, most of the turbines (50/55) will have to be replaced","[298], [887]",ESRI
New Brunswick,Nouveau-Brunswick,Kent Hills,167.25,KHW53,53,53/55,3450,126,117,Vestas,V126-3.45,2018,45.7575856,-64.9640855,"Major foundation issues found in 2022, most of the turbines (50/55) will have to be replaced","[298], [887]",ESRI
New Brunswick,Nouveau-Brunswick,Kent Hills,167.25,KHW54,54,54/55,3450,126,117,Vestas,V126-3.45,2018,45.7515448,-64.9594669,"Major foundation issues found in 2022, most of the turbines (50/55) will have to be replaced","[298], [887]",ESRI
New Brunswick,Nouveau-Brunswick,Kent Hills,167.25,KHW55,55,55/55,3450,126,117,Vestas,V126-3.45,2018,45.744931,-64.9492784,"Major foundation issues found in 2022, most of the turbines (50/55) will have to be replaced","[298], [887]",ESRI
New Brunswick,Nouveau-Brunswick,Lamèque Wind Power Project,45,LWP1,1,1/30,1500,77,80,Acciona Wind Power,AW77/1500,2011,47.8758797,-64.6152294,NA,[319],ESRI
New Brunswick,Nouveau-Brunswick,Lamèque Wind Power Project,45,LWP2,2,2/30,1500,77,80,Acciona Wind Power,AW77/1500,2011,47.873199,-64.6120108,NA,[319],ESRI
New Brunswick,Nouveau-Brunswick,Lamèque Wind Power Project,45,LWP3,3,3/30,1500,77,80,Acciona Wind Power,AW77/1500,2011,47.869904,-64.6114587,NA,[319],ESRI
New Brunswick,Nouveau-Brunswick,Lamèque Wind Power Project,45,LWP4,4,4/30,1500,77,80,Acciona Wind Power,AW77/1500,2011,47.8666117,-64.6109266,NA,[319],ESRI
New Brunswick,Nouveau-Brunswick,Lamèque Wind Power Project,45,LWP5,5,5/30,1500,77,80,Acciona Wind Power,AW77/1500,2011,47.8697589,-64.6237745,NA,[319],ESRI
New Brunswick,Nouveau-Brunswick,Lamèque Wind Power Project,45,LWP6,6,6/30,1500,77,80,Acciona Wind Power,AW77/1500,2011,47.8668839,-64.6230229,NA,[319],ESRI
New Brunswick,Nouveau-Brunswick,Lamèque Wind Power Project,45,LWP7,7,7/30,1500,77,80,Acciona Wind Power,AW77/1500,2011,47.8641408,-64.620344,NA,[319],ESRI
New Brunswick,Nouveau-Brunswick,Lamèque Wind Power Project,45,LWP8,8,8/30,1500,77,80,Acciona Wind Power,AW77/1500,2011,47.8615008,-64.6197118,NA,[319],ESRI
New Brunswick,Nouveau-Brunswick,Lamèque Wind Power Project,45,LWP9,9,9/30,1500,77,80,Acciona Wind Power,AW77/1500,2011,47.8643905,-64.6005766,NA,[319],ESRI
New Brunswick,Nouveau-Brunswick,Lamèque Wind Power Project,45,LWP10,10,10/30,1500,77,80,Acciona Wind Power,AW77/1500,2011,47.8560192,-64.5991772,NA,[319],ESRI
New Brunswick,Nouveau-Brunswick,Lamèque Wind Power Project,45,LWP11,11,11/30,1500,77,80,Acciona Wind Power,AW77/1500,2011,47.8514474,-64.6199419,NA,[319],ESRI
New Brunswick,Nouveau-Brunswick,Lamèque Wind Power Project,45,LWP12,12,12/30,1500,77,80,Acciona Wind Power,AW77/1500,2011,47.8493075,-64.6186385,NA,[319],ESRI
New Brunswick,Nouveau-Brunswick,Lamèque Wind Power Project,45,LWP13,13,13/30,1500,77,80,Acciona Wind Power,AW77/1500,2011,47.8463313,-64.6153284,NA,[319],ESRI
New Brunswick,Nouveau-Brunswick,Lamèque Wind Power Project,45,LWP14,14,14/30,1500,77,80,Acciona Wind Power,AW77/1500,2011,47.8438667,-64.6242923,NA,[319],ESRI
New Brunswick,Nouveau-Brunswick,Lamèque Wind Power Project,45,LWP15,15,15/30,1500,77,80,Acciona Wind Power,AW77/1500,2011,47.8409087,-64.6235119,NA,[319],ESRI
New Brunswick,Nouveau-Brunswick,Lamèque Wind Power Project,45,LWP16,16,16/30,1500,77,80,Acciona Wind Power,AW77/1500,2011,47.8378441,-64.6189261,NA,[319],ESRI
New Brunswick,Nouveau-Brunswick,Lamèque Wind Power Project,45,LWP17,17,17/30,1500,77,80,Acciona Wind Power,AW77/1500,2011,47.8339676,-64.653227,NA,[319],ESRI
New Brunswick,Nouveau-Brunswick,Lamèque Wind Power Project,45,LWP18,18,18/30,1500,77,80,Acciona Wind Power,AW77/1500,2011,47.8382994,-64.6543313,NA,[319],ESRI
New Brunswick,Nouveau-Brunswick,Lamèque Wind Power Project,45,LWP19,19,19/30,1500,77,80,Acciona Wind Power,AW77/1500,2011,47.8421825,-64.646129,NA,[319],ESRI
New Brunswick,Nouveau-Brunswick,Lamèque Wind Power Project,45,LWP20,20,20/30,1500,77,80,Acciona Wind Power,AW77/1500,2011,47.838235,-64.6327536,NA,[319],ESRI
New Brunswick,Nouveau-Brunswick,Lamèque Wind Power Project,45,LWP21,21,21/30,1500,77,80,Acciona Wind Power,AW77/1500,2011,47.8360371,-64.6307007,NA,[319],ESRI
New Brunswick,Nouveau-Brunswick,Lamèque Wind Power Project,45,LWP22,22,22/30,1500,77,80,Acciona Wind Power,AW77/1500,2011,47.8338297,-64.6286604,NA,[319],ESRI
New Brunswick,Nouveau-Brunswick,Lamèque Wind Power Project,45,LWP23,23,23/30,1500,77,80,Acciona Wind Power,AW77/1500,2011,47.832886,-64.6387916,NA,[319],ESRI
New Brunswick,Nouveau-Brunswick,Lamèque Wind Power Project,45,LWP24,24,24/30,1500,77,80,Acciona Wind Power,AW77/1500,2011,47.8298167,-64.6372907,NA,[319],ESRI
New Brunswick,Nouveau-Brunswick,Lamèque Wind Power Project,45,LWP25,25,25/30,1500,77,80,Acciona Wind Power,AW77/1500,2011,47.8270083,-64.6361839,NA,[319],ESRI
New Brunswick,Nouveau-Brunswick,Lamèque Wind Power Project,45,LWP26,26,26/30,1500,77,80,Acciona Wind Power,AW77/1500,2011,47.8245685,-64.6509718,NA,[319],ESRI
New Brunswick,Nouveau-Brunswick,Lamèque Wind Power Project,45,LWP27,27,27/30,1500,77,80,Acciona Wind Power,AW77/1500,2011,47.8220459,-64.6495392,NA,[319],ESRI
New Brunswick,Nouveau-Brunswick,Lamèque Wind Power Project,45,LWP28,28,28/30,1500,77,80,Acciona Wind Power,AW77/1500,2011,47.8192037,-64.6479736,NA,[319],ESRI
New Brunswick,Nouveau-Brunswick,Lamèque Wind Power Project,45,LWP29,29,29/30,1500,77,80,Acciona Wind Power,AW77/1500,2011,47.8168126,-64.6471204,NA,[319],ESRI
New Brunswick,Nouveau-Brunswick,Lamèque Wind Power Project,45,LWP30,30,30/30,1500,77,80,Acciona Wind Power,AW77/1500,2011,47.8144138,-64.6462637,NA,[319],ESRI
New Brunswick,Nouveau-Brunswick,Oinpegitjoig Wind Project,3.8,OPJ1,1,1/1,3500,127,135,Enercon,E126-3.5,2020,46.66205,-64.891119,Turbine uprated from 3.5 MW,"[441], [801]",ESRI
New Brunswick,Nouveau-Brunswick,Wisokolamson Energy Wind Project,18,WSK1,1,1/5,3600,126,117,Vestas,V126-3.6,2019,45.721377,-64.886613,NA,"[705], [706], [707]",ESRI
New Brunswick,Nouveau-Brunswick,Wisokolamson Energy Wind Project,18,WSK2,2,2/5,3600,126,117,Vestas,V126-3.6,2019,45.714068,-64.888232,NA,"[705], [706], [707]",ESRI
New Brunswick,Nouveau-Brunswick,Wisokolamson Energy Wind Project,18,WSK3,3,3/5,3600,126,117,Vestas,V126-3.6,2019,45.710607,-64.892357,NA,"[705], [706], [707]",ESRI
New Brunswick,Nouveau-Brunswick,Wisokolamson Energy Wind Project,18,WSK4,4,4/5,3600,126,117,Vestas,V126-3.6,2019,45.706227,-64.884488,NA,"[705], [706], [707]",ESRI
New Brunswick,Nouveau-Brunswick,Wisokolamson Energy Wind Project,18,WSK5,5,5/5,3600,126,117,Vestas,V126-3.6,2019,45.701032,-64.883629,NA,"[705], [706], [707]",ESRI
New Brunswick,Nouveau-Brunswick,Wocawson Energy Project,20,WCS1,1,1/5,4000,127,131,Enercon,E126-4.0,2020,45.797038,-65.2549752,NA,"[708], [709]",ESRI
New Brunswick,Nouveau-Brunswick,Wocawson Energy Project,20,WCS2,2,2/5,4000,127,131,Enercon,E126-4.0,2020,45.7928577,-65.2552697,NA,"[708], [709]",ESRI
New Brunswick,Nouveau-Brunswick,Wocawson Energy Project,20,WCS3,3,3/5,4000,127,131,Enercon,E126-4.0,2020,45.8028787,-65.2523984,NA,"[708], [709]",ESRI
New Brunswick,Nouveau-Brunswick,Wocawson Energy Project,20,WCS4,4,4/5,4000,127,131,Enercon,E126-4.0,2020,45.8076707,-65.2506497,NA,"[708], [709]",ESRI
New Brunswick,Nouveau-Brunswick,Wocawson Energy Project,20,WCS5,5,5/5,4000,127,131,Enercon,E126-4.0,2020,45.8122551,-65.2498823,NA,"[708], [709]",ESRI
Newfoundland and Labrador,Terre-Neuve-et-Labrador,Fermeuse,27,FEW1,1,1/9,3000,90,80,Vestas,V90-3.0,2009,46.989586,-53.017913,NA,"[169], [170], [747]",ESRI
Newfoundland and Labrador,Terre-Neuve-et-Labrador,Fermeuse,27,FEW2,2,2/9,3000,90,80,Vestas,V90-3.0,2009,46.988596,-53.013315,NA,"[169], [170], [747]",ESRI
Newfoundland and Labrador,Terre-Neuve-et-Labrador,Fermeuse,27,FEW3,3,3/9,3000,90,80,Vestas,V90-3.0,2009,46.986463,-53.010742,NA,"[169], [170], [747]",ESRI
Newfoundland and Labrador,Terre-Neuve-et-Labrador,Fermeuse,27,FEW4,4,4/9,3000,90,80,Vestas,V90-3.0,2009,46.984552,-53.007956,NA,"[169], [170], [747]",ESRI
Newfoundland and Labrador,Terre-Neuve-et-Labrador,Fermeuse,27,FEW5,5,5/9,3000,90,80,Vestas,V90-3.0,2009,46.983373,-53.004918,NA,"[169], [170], [747]",ESRI
Newfoundland and Labrador,Terre-Neuve-et-Labrador,Fermeuse,27,FEW6,6,6/9,3000,90,80,Vestas,V90-3.0,2009,46.981144,-53.002098,NA,"[169], [170], [747]",ESRI
Newfoundland and Labrador,Terre-Neuve-et-Labrador,Fermeuse,27,FEW7,7,7/9,3000,90,80,Vestas,V90-3.0,2009,46.97253,-52.977666,NA,"[169], [170], [747]",ESRI
Newfoundland and Labrador,Terre-Neuve-et-Labrador,Fermeuse,27,FEW8,8,8/9,3000,90,80,Vestas,V90-3.0,2009,46.971025,-52.973944,NA,"[169], [170], [747]",ESRI
Newfoundland and Labrador,Terre-Neuve-et-Labrador,Fermeuse,27,FEW9,9,9/9,3000,90,80,Vestas,V90-3.0,2009,46.969893,-52.970072,NA,"[169], [170], [747]",ESRI
Newfoundland and Labrador,Terre-Neuve-et-Labrador,Ramea Wind-Diesel Demonstration,0.39,RAM1,1,1/6,65,155,24.5,Windmatic,WM15S,2004,47.526602,-57.38893,NA,"[506], [507], [508]",Google Earth
Newfoundland and Labrador,Terre-Neuve-et-Labrador,Ramea Wind-Diesel Demonstration,0.39,RAM2,2,2/6,65,155,24.5,Windmatic,WM15S,2004,47.5234214610544,-57.3983317838019,NA,"[506], [507], [508]",Google Earth
Newfoundland and Labrador,Terre-Neuve-et-Labrador,Ramea Wind-Diesel Demonstration,0.39,RAM3,3,3/6,65,155,24.5,Windmatic,WM15S,2004,47.523073576813,-57.3978435649182,NA,"[506], [507], [508]",Google Earth
Newfoundland and Labrador,Terre-Neuve-et-Labrador,Ramea Wind-Diesel Demonstration,0.39,RAM4,4,4/6,65,155,24.5,Windmatic,WM15S,2004,47.5227714996242,-57.3976969110651,NA,"[506], [507], [508]",Google Earth
Newfoundland and Labrador,Terre-Neuve-et-Labrador,Ramea Wind-Diesel Demonstration,0.39,RAM5,5,5/6,65,155,24.5,Windmatic,WM15S,2004,47.5224799836052,-57.3988583622151,NA,"[506], [507], [508]",Google Earth
Newfoundland and Labrador,Terre-Neuve-et-Labrador,Ramea Wind-Diesel Demonstration,0.39,RAM6,6,6/6,65,155,24.5,Windmatic,WM15S,2004,47.5222242436326,-57.3984864081693,NA,"[506], [507], [508]",Google Earth
Newfoundland and Labrador,Terre-Neuve-et-Labrador,Ramea Wind-Hydrogen-Diesel,0.3,RWD1,1,1/3,100,21,37,Northwind,Northwind 100,2011,47.526883,-57.387321,NA,"[509], [510], [511], [512]",ESRI
Newfoundland and Labrador,Terre-Neuve-et-Labrador,Ramea Wind-Hydrogen-Diesel,0.3,RWD2,2,2/3,100,21,37,Northwind,Northwind 100,2011,47.5222698229124,-57.3972588221246,NA,"[509], [510], [511], [512]",ESRI
Newfoundland and Labrador,Terre-Neuve-et-Labrador,Ramea Wind-Hydrogen-Diesel,0.3,RWD3,3,3/3,100,21,37,Northwind,Northwind 100,2011,47.526864,-57.389697,NA,"[509], [510], [511], [512]",ESRI
Newfoundland and Labrador,Terre-Neuve-et-Labrador,St. Lawrence,27,STL2,1,1/9,3000,90,80,Vestas,V90-3.0,2009,46.965958,-55.426824,NA,"[610], [611], [612]",ESRI
Newfoundland and Labrador,Terre-Neuve-et-Labrador,St. Lawrence,27,STL3,2,2/9,3000,90,80,Vestas,V90-3.0,2009,46.963797,-55.425298,NA,"[610], [611], [612]",ESRI
Newfoundland and Labrador,Terre-Neuve-et-Labrador,St. Lawrence,27,STL4,3,3/9,3000,90,80,Vestas,V90-3.0,2009,46.961292,-55.426575,NA,"[610], [611], [612]",ESRI
Newfoundland and Labrador,Terre-Neuve-et-Labrador,St. Lawrence,27,STL5,4,4/9,3000,90,80,Vestas,V90-3.0,2009,46.958974,-55.422809,NA,"[610], [611], [612]",ESRI
Newfoundland and Labrador,Terre-Neuve-et-Labrador,St. Lawrence,27,STL6,5,5/9,3000,90,80,Vestas,V90-3.0,2009,46.956083,-55.432136,NA,"[610], [611], [612]",ESRI
Newfoundland and Labrador,Terre-Neuve-et-Labrador,St. Lawrence,27,STL7,6,6/9,3000,90,80,Vestas,V90-3.0,2009,46.953709,-55.431985,NA,"[610], [611], [612]",ESRI
Newfoundland and Labrador,Terre-Neuve-et-Labrador,St. Lawrence,27,STL8,7,7/9,3000,90,80,Vestas,V90-3.0,2009,46.951246,-55.430778,NA,"[610], [611], [612]",ESRI
Newfoundland and Labrador,Terre-Neuve-et-Labrador,St. Lawrence,27,STL9,8,8/9,3000,90,80,Vestas,V90-3.0,2009,46.972828,-55.42759,NA,"[610], [611], [612]",ESRI
Newfoundland and Labrador,Terre-Neuve-et-Labrador,St. Lawrence,27,STL9,9,9/9,3000,90,80,Vestas,V90-3.0,2009,46.9679831,-55.4287047,NA,"[610], [611], [612]",ESRI
Northwest Territories,Territoires du Nord-Ouest,Diavik Mine Wind Farm,9.2,DIM1,1,1/4,2300,71,64,Enercon,E70-2.3,2012,64.49412,-110.334604,NA,"[139], [140], [141], [142]",ESRI
Northwest Territories,Territoires du Nord-Ouest,Diavik Mine Wind Farm,9.2,DIM2,2,2/4,2300,71,64,Enercon,E70-2.3,2012,64.493746,-110.34204,NA,"[139], [140], [141], [142]",ESRI
Northwest Territories,Territoires du Nord-Ouest,Diavik Mine Wind Farm,9.2,DIM3,3,3/4,2300,71,64,Enercon,E70-2.3,2012,64.489958,-110.342319,NA,"[139], [140], [141], [142]",ESRI
Northwest Territories,Territoires du Nord-Ouest,Diavik Mine Wind Farm,9.2,DIM4,4,4/4,2300,71,64,Enercon,E70-2.3,2012,64.484569,-110.33456,NA,"[139], [140], [141], [142]",ESRI
Northwest Territories,Territoires du Nord-Ouest,Inuvik High Point,3.5,IHP1,1,1/1,3500,13825,150,Enercon,E138-3.5,2023,68.3564401,-133.4069475,Battery Energy Storage System - Unknown specifications,"[264], [265], [266], [267], [268]",ESRI
Nova Scotia,Nouvelle-Écosse,Amherst Community Wind,6,AMC1,1,1/2,3000,101,99,Enercon,E101-3.0,2016,45.8344028591863,-64.1442446837613,NA,"[5], [729], [730], [731], [888]",ESRI
Nova Scotia,Nouvelle-Écosse,Amherst Community Wind,6,AMC2,2,2/2,3000,101,99,Enercon,E101-3.0,2016,45.8309357294438,-64.1476960677897,NA,"[5], [729], [730], [731], [888]",ESRI
Nova Scotia,Nouvelle-Écosse,Amherst I Wind Farm,31.5,AMW1,1,1/15,2100,97,90,Suzlon,S97-2.1,2012,45.8428680096785,-64.2552122782047,NA,"[6], [7], [8]",ESRI
Nova Scotia,Nouvelle-Écosse,Amherst I Wind Farm,31.5,AMW2,2,2/15,2100,97,90,Suzlon,S97-2.1,2012,45.8386700399886,-64.2615162740625,NA,"[6], [7], [8]",ESRI
Nova Scotia,Nouvelle-Écosse,Amherst I Wind Farm,31.5,AMW3,3,3/15,2100,97,90,Suzlon,S97-2.1,2012,45.8393877211469,-64.2581232907875,NA,"[6], [7], [8]",ESRI
Nova Scotia,Nouvelle-Écosse,Amherst I Wind Farm,31.5,AMW4,4,4/15,2100,97,90,Suzlon,S97-2.1,2012,45.837350898055,-64.2554996689254,NA,"[6], [7], [8]",ESRI
Nova Scotia,Nouvelle-Écosse,Amherst I Wind Farm,31.5,AMW5,5,5/15,2100,97,90,Suzlon,S97-2.1,2012,45.8374890061107,-64.2507136346957,NA,"[6], [7], [8]",ESRI
Nova Scotia,Nouvelle-Écosse,Amherst I Wind Farm,31.5,AMW6,6,6/15,2100,97,90,Suzlon,S97-2.1,2012,45.8334918616488,-64.2508137417587,NA,"[6], [7], [8]",ESRI
Nova Scotia,Nouvelle-Écosse,Amherst I Wind Farm,31.5,AMW7,7,7/15,2100,97,90,Suzlon,S97-2.1,2012,45.8357419702399,-64.2461977321163,NA,"[6], [7], [8]",ESRI
Nova Scotia,Nouvelle-Écosse,Amherst I Wind Farm,31.5,AMW8,8,8/15,2100,97,90,Suzlon,S97-2.1,2012,45.8288792651957,-64.2531593279576,NA,"[6], [7], [8]",ESRI
Nova Scotia,Nouvelle-Écosse,Amherst I Wind Farm,31.5,AMW9,9,9/15,2100,97,90,Suzlon,S97-2.1,2012,45.8296815367509,-64.2491126663006,NA,"[6], [7], [8]",ESRI
Nova Scotia,Nouvelle-Écosse,Amherst I Wind Farm,31.5,AMW10,10,10/15,2100,97,90,Suzlon,S97-2.1,2012,45.8323194589872,-64.2422473858654,NA,"[6], [7], [8]",ESRI
Nova Scotia,Nouvelle-Écosse,Amherst I Wind Farm,31.5,AMW11,11,11/15,2100,97,90,Suzlon,S97-2.1,2012,45.8256386000011,-64.2511325887361,NA,"[6], [7], [8]",ESRI
Nova Scotia,Nouvelle-Écosse,Amherst I Wind Farm,31.5,AMW12,12,12/15,2100,97,90,Suzlon,S97-2.1,2012,45.8280782989988,-64.2460464766469,NA,"[6], [7], [8]",ESRI
Nova Scotia,Nouvelle-Écosse,Amherst I Wind Farm,31.5,AMW13,13,13/15,2100,97,90,Suzlon,S97-2.1,2012,45.8286671645212,-64.2411613724856,NA,"[6], [7], [8]",ESRI
Nova Scotia,Nouvelle-Écosse,Amherst I Wind Farm,31.5,AMW14,14,14/15,2100,97,90,Suzlon,S97-2.1,2012,45.8243217002191,-64.2486145842131,NA,"[6], [7], [8]",ESRI
Nova Scotia,Nouvelle-Écosse,Amherst I Wind Farm,31.5,AMW15,15,15/15,2100,97,90,Suzlon,S97-2.1,2012,45.8244582391858,-64.2437660474093,NA,"[6], [7], [8]",ESRI
Nova Scotia,Nouvelle-Écosse,Auld's Mountain,4.6,AUL1,1,1/2,2300,92,98,Enercon,E92-2.35,2015,45.5947933,-62.3745935,Turbine derated from 2.35 MW,"[17], [18], [732]",ESRI
Nova Scotia,Nouvelle-Écosse,Auld's Mountain,4.6,AUL2,2,2/2,2300,92,98,Enercon,E92-2.35,2015,45.5906419,-62.3710273,Turbine derated from 2.35 MW,"[17], [18], [732]",ESRI
Nova Scotia,Nouvelle-Écosse,Avondale,1.7,ADL1,1,1/3,1600,92,85,Enercon,E92-2.35,2016,45.632541,-62.278397,Turbine derated from 2.35 MW,"[19], [20]",ESRI
Nova Scotia,Nouvelle-Écosse,Avondale Domestic,1.7,ADL2,2,2/3,50,215,42,Ghrepower,FD21-50,2016,45.63733,-62.290666,NA,"[19], [20], [733], [734], [735], [736], [854]",Google Earth
Nova Scotia,Nouvelle-Écosse,Avondale Domestic,1.7,ADL3,3,3/3,50,215,42,Ghrepower,FD21-50,2016,45.636789,-62.287285,NA,"[19], [20], [733], [734], [735], [736], [854]",Google Earth
Nova Scotia,Nouvelle-Écosse,Baddeck,1.7,BDK1,1,1/1,1700,100,100,Vestas,V100-2.0,2016,46.146833,-60.696197,Turbine derated from 2.0 MW,"[21], [22], [23]",ESRI
Nova Scotia,Nouvelle-Écosse,Barrachois,4.7,BAR1,1,1/2,2350,92,98,Enercon,E92-2.35,2015,46.1583913137698,-60.4033945144069,NA,"[27], [31]",ESRI
Nova Scotia,Nouvelle-Écosse,Barrachois,4.7,BAR2,2,2/2,2350,92,98,Enercon,E92-2.35,2015,46.1534219921968,-60.4027497672333,NA,"[27], [31]",ESRI
Nova Scotia,Nouvelle-Écosse,Barrington,3.2,BAT1,1,1/2,1600,825,80,General Electric,GE 1.6-82.5,2015,43.522735,-65.666345,NA,"[28], [29], [188]",ESRI
Nova Scotia,Nouvelle-Écosse,Barrington,3.2,BAT2,2,2/2,1600,825,80,General Electric,GE 1.6-82.5,2015,43.519578,-65.661655,NA,"[28], [29], [188]",ESRI
Nova Scotia,Nouvelle-Écosse,Bateston,2.3,BAN1,1,1/1,2300,92,98,Enercon,E92-2.35,2015,45.993053,-59.907585,Turbine derated from 2.35 MW,"[30], [31]",ESRI
